_tid_,attribute
52926,income
52927,income
52932,income
52933,income
52950,income
52952,income
52967,income
52975,income
52978,income
52989,income
52994,income
53006,income
53011,income
53012,income
53013,income
53020,income
53035,income
53051,income
53054,income
53057,income
53062,income
53065,income
53074,income
53075,income
53076,education
53078,income
53082,income
53089,income
53098,income
53099,income
53102,income
53109,maritalstatus
53113,income
53139,income
53146,income
53150,income
53156,income
53159,income
53164,income
53171,income
53175,income
53178,income
53179,income
53184,income
53202,income
53205,income
53222,income
53228,income
53248,income
53259,income
53268,income
53281,income
53312,income
53318,income
53321,income
53328,income
53338,income
53340,income
53347,income
53360,income
53364,income
53380,income
53384,income
53397,income
53407,income
53413,income
53432,income
53438,income
53452,income
53454,income
53467,income
53477,income
53481,income
53487,income
53494,income
53510,income
53513,income
53526,income
53534,income
53540,income
53548,income
53554,income
53563,age
54014,age
55115,age
56650,age
59147,age
59412,age
59671,age
60050,age
60341,age
60540,age
60834,age
61150,age
62023,age
62954,age
63242,age
63398,age
63994,age
64318,age
65223,age
65584,age
66079,age
67716,age
68371,age
68715,age
68811,age
69035,age
69351,age
70439,age
70851,age
71070,age
71803,age
72450,age
72870,age
73266,age
73494,age
74527,age
74816,age
75747,age
75782,age
76252,age
76351,age
77585,age
77843,age
78336,age
79356,age
79469,age
80867,age
80992,age
81260,age
81640,age
81669,age
82477,age
84384,age
85561,age
88323,age
88350,age
88556,age
88868,age
88925,age
90001,age
90727,age
91376,age
91475,age
93916,age
94968,age
96186,age
96407,age
96645,age
97247,age
97636,age
97640,age
