_tid_,attribute
653,birthyear
653,season
654,season
655,city
656,city
656,manager
659,birthplace
660,team
661,city
663,birthplace
664,season
666,season
667,season
668,stadium
668,manager
669,season
670,birthyear
670,team
671,season
672,stadium
672,manager
673,team
675,birthyear
675,city
677,season
678,team
680,birthyear
682,team
683,team
684,birthyear
686,birthplace
687,position
687,stadium
687,manager
688,birthplace
689,season
691,city
692,city
695,stadium
695,manager
696,birthplace
697,city
697,manager
699,season
700,team
701,team
702,season
702,birthplace
703,city
704,manager
705,city
706,stadium
706,manager
707,season
708,birthplace
710,team
711,city
711,manager
712,season
712,birthyear
713,position
714,stadium
714,manager
717,season
718,birthyear
719,birthyear
719,season
720,season
721,stadium
721,manager
722,city
723,season
724,birthyear
724,season
725,birthyear
725,team
728,position
728,stadium
728,manager
729,manager
730,birthyear
730,season
731,team
732,season
733,position
733,stadium
733,manager
734,birthyear
734,city
736,season
737,season
738,season
740,team
742,season
745,team
747,birthplace
748,city
748,manager
749,team
750,birthyear
750,season
751,birthyear
752,city
752,manager
753,city
755,manager
755,stadium
755,position
756,manager
757,manager
758,city
759,season
760,birthplace
761,season
763,city
763,manager
764,manager
765,season
766,manager
767,city
767,manager
768,stadium
768,manager
770,stadium
770,manager
772,team
773,season
774,birthplace
775,team
776,city
776,manager
777,stadium
777,manager
779,season
782,season
783,team
785,position
785,stadium
785,manager
786,birthplace
787,season
788,team
789,manager
790,season
791,season
791,birthyear
792,stadium
792,manager
793,birthplace
793,city
794,team
796,position
796,team
798,position
800,city
801,season
802,season
802,birthyear
803,birthyear
803,season
804,city
805,birthplace
805,manager
806,manager
807,city
808,team
809,team
810,birthplace
811,manager
811,city
813,manager
815,manager
817,position
821,manager
822,team
823,position
823,stadium
823,manager
824,manager
825,team
826,birthyear
826,team
830,season
831,city
832,manager
833,stadium
833,manager
834,position
834,city
834,manager
836,birthplace
836,stadium
836,manager
837,season
838,team
840,birthplace
840,season
842,city
843,season
844,manager
846,season
847,city
848,birthyear
851,city
851,manager
852,season
854,season
856,season
857,stadium
857,manager
858,team
859,birthplace
860,position
860,team
861,season
862,position
862,stadium
862,manager
863,season
864,season
865,city
868,position
869,birthplace
869,stadium
869,manager
871,birthyear
871,manager
872,season
873,season
874,city
875,city
876,birthplace
877,birthplace
878,manager
879,position
879,team
880,season
881,stadium
881,manager
882,city
883,manager
885,season
887,stadium
887,manager
889,position
890,team
891,season
892,team
893,manager
894,manager
896,team
897,stadium
897,manager
898,stadium
898,manager
900,manager
901,team
901,position
902,birthyear
902,season
903,position
903,stadium
903,manager
904,position
904,stadium
904,manager
905,season
906,stadium
906,manager
906,birthyear
907,season
908,manager
909,city
909,manager
910,position
910,team
911,city
911,manager
912,manager
912,city
913,birthplace
914,season
915,team
916,team
917,birthplace
918,city
918,manager
919,season
920,city
920,manager
921,season
923,city
923,manager
924,team
925,birthyear
926,birthplace
926,city
927,manager
928,season
929,manager
930,position
930,stadium
930,manager
931,city
931,manager
933,manager
933,birthplace
934,stadium
934,manager
935,stadium
935,manager
936,stadium
936,manager
937,birthyear
938,birthplace
939,manager
939,city
940,team
941,birthyear
942,city
943,team
944,city
945,stadium
945,manager
946,season
950,season
951,position
952,city
953,manager
953,stadium
954,manager
954,position
955,team
957,birthplace
957,city
958,birthyear
959,season
961,birthyear
961,season
962,season
964,stadium
964,manager
965,birthplace
966,season
968,city
968,manager
970,season
971,city
971,manager
972,season
973,birthyear
973,season
974,stadium
974,manager
977,birthyear
979,season
980,birthplace
981,city
982,team
983,position
983,manager
985,birthplace
986,city
987,team
988,team
989,stadium
989,manager
989,position
991,season
992,birthyear
992,stadium
992,manager
993,team
994,birthplace
994,season
996,team
998,manager
998,position
998,stadium
999,manager
999,city
1000,manager
1002,birthyear
1002,season
1003,stadium
1003,manager
1005,position
1005,manager
1006,manager
1007,stadium
1007,manager
1008,manager
1008,stadium
1008,birthyear
1009,season
1010,position
1010,stadium
1010,manager
1011,team
1012,birthyear
1012,stadium
1012,manager
1013,birthyear
1013,season
1015,manager
1015,position
1015,stadium
1016,team
1018,city
1019,birthyear
1020,season
1021,stadium
1021,manager
1023,city
1025,team
1026,manager
1026,position
1027,birthplace
1028,team
1029,season
1030,birthplace
1031,birthplace
1032,city
1033,city
1033,manager
1034,manager
1035,stadium
1035,manager
1036,season
1036,birthyear
1037,city
1038,season
1039,birthplace
1040,team
1041,team
1044,city
1044,manager
1045,birthyear
1045,season
1046,manager
1046,position
1047,birthyear
1047,season
1048,position
1049,birthplace
1050,birthplace
1050,manager
1051,birthyear
1052,manager
1054,city
1054,position
1054,manager
1055,manager
1056,birthyear
1056,manager
1057,team
1058,team
1059,birthplace
1059,manager
1060,position
1060,city
1061,team
1063,season
1064,manager
1064,stadium
1065,season
1066,stadium
1066,manager
1067,city
1068,season
1070,stadium
1070,manager
1071,city
1071,manager
1072,stadium
1072,birthplace
1072,manager
1074,birthyear
1075,birthyear
1075,manager
1076,city
1077,season
1078,birthyear
1078,season
1079,birthyear
1080,manager
1081,season
1083,team
1084,team
1085,birthyear
1086,birthplace
1087,birthplace
1089,team
1090,birthplace
1090,season
1091,position
1093,manager
1094,city
1095,birthplace
1095,city
1097,city
1098,city
1098,position
1100,position
1101,stadium
1101,manager
1102,season
1103,birthyear
1103,team
1105,birthplace
1105,city
1107,manager
1109,team
1109,birthyear
1110,season
1112,position
1112,manager
1113,birthyear
1113,season
1115,season
1118,team
1119,birthyear
1119,season
1120,manager
1121,season
1126,team
1127,manager
1128,team
1129,birthplace
1130,season
1131,season
1132,team
1134,season
1136,position
1136,city
1137,season
1138,season
1140,team
1140,birthyear
1141,position
1141,team
1142,birthyear
1142,season
1144,season
1145,team
1146,season
1148,birthyear
1148,season
1149,stadium
1149,manager
1150,season
1150,birthplace
1151,birthplace
1151,stadium
1151,manager
1152,position
1152,stadium
1152,manager
1154,stadium
1154,manager
1155,manager
1155,stadium
1155,position
1156,position
1156,stadium
1156,manager
1157,birthyear
1158,season
1159,manager
1160,birthyear
1160,team
1161,manager
1162,birthyear
1163,position
1163,team
1164,season
1165,birthyear
1165,team
1166,stadium
1166,manager
1168,season
1169,birthplace
1169,manager
1170,manager
1171,season
1173,season
1176,position
1178,position
1178,team
1179,city
1181,season
1183,birthplace
1184,birthplace
1184,stadium
1184,manager
1185,manager
1187,season
1188,city
1188,manager
1188,birthplace
1189,city
1189,manager
1190,birthplace
1191,city
1191,manager
1192,manager
1196,city
1196,manager
1197,manager
1197,birthplace
1197,city
1198,season
1199,city
1201,city
1201,manager
1202,manager
1203,birthyear
1203,stadium
1203,manager
1204,position
1205,season
1206,team
1209,city
1209,manager
1212,manager
1212,birthyear
1213,position
1213,manager
1214,position
1214,stadium
1214,manager
1215,stadium
1215,manager
1218,birthyear
1218,city
1219,team
1219,position
1220,birthplace
1220,season
1221,birthyear
1221,stadium
1221,manager
1223,manager
1225,birthyear
1225,manager
1226,city
1226,birthplace
1227,team
1228,city
1228,birthyear
1229,position
1231,birthyear
1231,city
1232,position
1232,stadium
1232,manager
1233,birthplace
1233,manager
1234,season
1236,birthyear
1236,season
1237,manager
1237,city
1238,season
1239,birthplace
1239,manager
1240,manager
1241,birthyear
1241,stadium
1241,manager
1242,stadium
1242,manager
1242,position
1243,season
1243,birthyear
1244,season
1245,team
1246,position
1246,team
1247,birthyear
1247,manager
1248,birthyear
1248,stadium
1248,manager
1250,stadium
1250,manager
1251,city
1252,stadium
1252,manager
1253,birthyear
1253,stadium
1253,manager
1254,season
1255,manager
1256,position
1257,season
1258,birthyear
1258,team
1259,team
1260,team
1261,birthplace
1261,manager
1262,team
1263,birthplace
1263,manager
1265,birthplace
1265,city
1266,season
1267,city
1267,manager
1268,manager
1268,position
1268,stadium
1269,stadium
1269,manager
1270,manager
1271,birthyear
1271,city
1272,birthyear
1273,manager
1273,city
1274,city
1275,manager
1276,season
1277,manager
1278,stadium
1278,manager
1279,manager
1282,birthplace
1284,position
1285,birthplace
1285,stadium
1285,manager
1286,team
1287,stadium
1287,manager
1287,birthyear
1289,stadium
1289,manager
1290,birthplace
1290,city
1291,season
1293,birthplace
1294,season
1295,season
1296,team
1297,birthyear
1297,city
1298,team
1300,season
1301,team
1303,birthyear
1303,season
1304,city
1304,manager
1305,stadium
1305,manager
1306,birthplace
1307,stadium
1307,manager
1308,position
1309,birthplace
1310,stadium
1310,manager
1312,position
1312,team
1313,season
1315,season
1316,birthyear
1317,team
1319,stadium
1319,manager
1320,manager
1320,position
1320,city
1321,birthyear
1321,season
1322,season
1323,position
1324,position
1324,city
1324,manager
1326,stadium
1326,manager
1327,manager
1327,stadium
1330,position
1331,season
1332,birthyear
1332,season
1334,birthyear
1334,team
1335,city
1335,manager
1336,team
1337,team
1340,manager
1340,stadium
1341,city
1341,manager
1342,season
1343,birthplace
1343,season
1344,birthyear
1344,season
1346,season
1348,birthyear
1349,manager
1349,city
1350,season
1352,position
1353,stadium
1353,manager
1354,manager
1355,manager
1356,city
1357,city
1357,manager
1358,manager
1358,birthplace
1360,stadium
1360,manager
1360,position
1361,team
1362,birthplace
1362,city
1363,city
1363,manager
1364,city
1364,manager
1366,birthyear
1366,stadium
1366,manager
1367,manager
1367,stadium
1370,stadium
1370,manager
1371,season
1372,team
1373,birthplace
1373,city
1373,manager
1374,team
1375,season
1376,city
1377,manager
1377,position
1378,birthplace
1378,season
1379,stadium
1379,manager
1380,manager
1381,team
1382,season
1383,season
1386,season
1387,team
1388,team
1388,position
1390,position
1390,stadium
1390,manager
1391,birthplace
1393,stadium
1393,manager
1394,city
1394,manager
1395,birthplace
1395,season
1396,position
1396,manager
1397,birthplace
1398,city
1399,birthplace
1400,stadium
1400,manager
1402,city
1402,manager
1404,team
1405,season
1406,birthyear
1406,team
1407,manager
1407,position
1407,stadium
1408,manager
1409,team
1410,season
1413,birthyear
1413,stadium
1413,manager
1414,team
1416,manager
1417,city
1417,birthyear
1418,birthplace
1419,stadium
1419,manager
1421,team
1422,season
1423,birthyear
1423,season
1424,birthplace
1425,team
1426,birthplace
1428,manager
1428,birthyear
1428,stadium
1429,season
1430,season
1433,position
1433,stadium
1433,manager
1434,team
1435,city
1436,season
1437,team
1438,team
1439,stadium
1439,position
1439,manager
1440,season
1440,birthyear
1441,city
1444,position
1444,manager
1445,position
1445,manager
1446,manager
1448,position
1448,team
1451,birthplace
1452,team
1453,stadium
1453,manager
1454,position
1454,city
1455,season
1456,birthplace
1456,manager
1457,position
1458,season
1460,manager
1463,team
1466,manager
1466,stadium
1467,birthyear
1467,stadium
1467,manager
1468,city
1468,manager
1469,season
1470,birthplace
1471,season
1472,city
1474,season
1474,birthyear
1475,manager
1475,birthplace
1475,stadium
1476,stadium
1476,manager
1477,birthyear
1478,manager
1479,manager
1480,stadium
1480,birthyear
1480,manager
1481,season
1483,team
1484,team
1486,season
1487,city
1487,manager
1488,stadium
1488,manager
1489,birthplace
1489,stadium
1489,manager
1491,birthyear
1491,city
1492,season
1493,season
1494,stadium
1494,manager
1495,stadium
1495,manager
1496,city
1497,manager
1499,city
1500,season
1501,birthplace
1501,manager
1503,season
1504,manager
1504,stadium
1505,birthyear
1505,manager
1506,city
1506,manager
1507,stadium
1507,manager
1508,stadium
1508,manager
1509,city
1509,manager
1510,manager
1510,city
1512,team
1513,city
1513,manager
1514,season
1515,season
1516,season
1517,team
1518,birthplace
1520,team
1521,team
1523,season
1524,manager
1524,position
1524,stadium
1525,stadium
1525,manager
1526,stadium
1526,manager
1527,stadium
1527,manager
1528,city
1528,manager
1529,manager
1530,city
1531,manager
1531,position
1533,team
1534,birthplace
1535,city
1536,season
1537,city
1537,manager
1539,team
1540,birthplace
1541,birthplace
1541,season
1542,season
1544,team
1545,birthplace
1545,stadium
1545,manager
1547,birthplace
1547,season
1548,team
1550,team
1551,position
1555,stadium
1555,manager
1559,season
1559,birthyear
1560,birthyear
1562,season
1563,stadium
1563,manager
1564,birthyear
1565,city
1566,stadium
1566,manager
1567,season
1568,stadium
1568,manager
1570,position
1571,city
1572,team
1573,birthyear
1573,manager
1574,position
1574,team
1575,team
1576,city
1576,manager
1577,team
1577,birthyear
1578,birthplace
1579,stadium
1579,manager
1580,position
1580,manager
1581,position
1581,manager
1583,season
1583,birthplace
1584,stadium
1584,manager
1584,birthplace
1587,birthyear
1589,position
1589,team
1590,birthplace
1590,season
1591,city
1592,stadium
1592,manager
1593,season
1595,season
1596,season
1597,season
1598,birthplace
1598,season
1599,manager
1601,city
1603,position
1603,stadium
1603,manager
1604,position
1604,city
1605,season
1606,position
1607,birthplace
1608,manager
1609,city
1610,team
1611,city
1611,manager
1612,team
1615,season
1616,team
1617,stadium
1617,manager
1619,birthyear
1619,team
1622,team
1622,birthyear
1623,birthplace
1623,stadium
1623,manager
1624,team
1625,city
1626,season
1627,birthplace
1628,stadium
1628,manager
1629,manager
1629,city
1630,manager
1630,position
1630,stadium
1631,position
1632,team
1633,birthyear
1633,season
1635,team
1637,birthplace
1638,position
1639,manager
1640,birthplace
1641,manager
1641,city
1642,city
1642,manager
1644,stadium
1644,manager
1645,birthplace
1645,manager
1646,city
1646,manager
1647,birthplace
1648,season
1649,team
1650,position
1651,team
1652,city
1654,season
1655,city
1656,birthyear
1656,team
1658,city
1660,manager
1661,stadium
1661,manager
1662,city
1663,season
1665,season
1667,city
1668,position
1668,city
1668,manager
1669,team
1670,position
1670,stadium
1670,manager
1672,position
1672,manager
1673,manager
1673,city
1674,season
1675,manager
1677,season
1679,birthyear
1681,birthyear
1681,season
1682,birthplace
1686,birthyear
1686,team
1687,city
1688,position
1689,birthyear
1690,season
1691,position
1693,team
1694,team
1695,season
1696,birthyear
1697,birthyear
1697,season
1698,season
1699,season
1700,season
1701,manager
1701,birthplace
1702,team
1703,season
1704,birthplace
1704,manager
1706,position
1706,city
1706,manager
1707,stadium
1707,manager
1708,birthplace
1709,manager
1709,position
1710,birthplace
1711,position
1711,city
1713,birthplace
1713,stadium
1713,manager
1714,city
1715,stadium
1715,manager
1716,manager
1716,stadium
1716,position
1717,team
1718,birthplace
1719,season
1720,birthplace
1721,position
1721,team
1722,city
1724,birthplace
1726,season
1728,manager
1728,birthplace
1730,season
1731,birthyear
1731,team
1733,season
1735,season
1736,season
1738,city
1738,manager
1739,birthplace
1740,season
1741,birthplace
1741,manager
1742,manager
1742,stadium
1743,position
1743,stadium
1743,manager
1744,birthplace
1744,stadium
1744,manager
1745,birthyear
1745,team
1746,season
1746,birthplace
1747,manager
1747,position
1747,stadium
1748,position
1748,city
1748,manager
1749,season
1750,season
1750,birthyear
1753,team
1754,birthplace
1755,season
1756,team
1758,stadium
1758,manager
1760,team
1762,team
1764,birthplace
1765,birthyear
1765,season
1766,team
1767,team
1768,season
1768,birthyear
1769,manager
1771,stadium
1771,manager
1772,birthplace
1773,manager
1774,season
1775,birthplace
1775,manager
1776,team
1777,manager
1777,stadium
1778,city
1780,manager
1780,stadium
1781,team
1781,birthyear
1783,stadium
1783,manager
1786,team
1787,birthplace
1787,city
1787,manager
1788,birthyear
1788,manager
1790,city
1790,manager
1792,manager
1792,birthplace
1793,birthyear
1793,manager
1795,birthyear
1795,team
1796,birthyear
1796,season
1797,team
1799,manager
1799,position
1799,stadium
1801,city
1801,manager
1801,birthplace
1802,manager
1803,city
1803,manager
1805,team
1806,birthyear
1806,season
1807,birthyear
1807,season
1808,manager
1810,position
1811,city
1812,manager
1813,team
1814,manager
1816,stadium
1816,manager
1817,stadium
1817,manager
1820,city
1823,stadium
1823,manager
1824,season
1825,manager
1826,manager
1826,position
1826,stadium
1827,city
1827,manager
1828,stadium
1828,manager
1829,position
1829,stadium
1829,manager
1830,position
1830,team
1831,manager
1831,stadium
1831,position
1832,city
1832,manager
1834,city
1834,manager
1836,birthplace
1836,manager
1838,city
1838,manager
1841,birthyear
1841,season
1842,manager
1842,city
1843,season
1844,manager
1845,birthplace
1845,manager
1846,birthyear
1846,stadium
1846,manager
1847,birthplace
1848,manager
1850,birthyear
1852,birthyear
1852,team
1853,season
1855,stadium
1855,manager
1857,birthplace
1857,stadium
1857,manager
1858,team
1860,manager
1861,position
1861,city
1862,team
1863,position
1863,city
1863,manager
1864,team
1866,city
1866,manager
1867,birthplace
1868,city
1869,position
1869,stadium
1869,manager
1870,team
1871,birthplace
1871,season
1872,birthplace
1872,stadium
1872,manager
1873,birthyear
1873,season
1874,team
1875,stadium
1875,manager
1876,season
1877,city
1877,position
1878,season
1879,position
1879,city
1881,city
1882,team
1883,birthplace
1883,manager
1884,position
1884,stadium
1884,manager
1885,team
1885,position
1886,birthplace
1887,season
1888,season
1889,manager
1891,season
1892,team
1893,birthyear
1894,birthplace
1895,birthplace
1895,manager
1896,manager
1896,birthplace
1897,stadium
1897,manager
1898,stadium
1898,manager
1899,manager
1901,birthplace
1901,manager
1902,position
1902,stadium
1902,manager
1903,city
1904,position
1906,season
1908,city
1909,position
1910,team
1911,birthplace
1911,city
1912,birthyear
1913,birthyear
1913,season
1915,birthyear
1916,season
1917,manager
1917,position
1917,stadium
1918,city
1919,city
1921,birthyear
1921,season
1923,birthyear
1923,team
1924,position
1925,manager
1925,stadium
1926,manager
1926,position
1926,stadium
1927,season
1928,position
1928,stadium
1928,manager
1929,city
1929,manager
1930,season
1932,season
1933,season
1934,season
1935,team
1935,birthyear
1936,city
1936,manager
1938,birthplace
1940,position
1940,stadium
1940,manager
1941,birthyear
1941,stadium
1941,manager
1942,team
1942,position
1946,stadium
1946,manager
1948,birthplace
1948,stadium
1948,manager
1951,team
1952,season
1953,city
1953,manager
1954,season
1955,birthplace
1956,city
1957,city
1958,season
1961,position
1961,stadium
1961,manager
1962,manager
1964,birthplace
1964,city
1964,manager
1965,birthplace
1965,city
1966,manager
1967,team
1968,birthplace
1969,city
1970,birthyear
1970,season
1972,season
1973,birthplace
1973,city
1974,birthplace
1975,position
1975,stadium
1975,manager
1977,manager
1977,city
1979,season
1980,birthplace
1980,stadium
1980,manager
1981,birthplace
1982,birthyear
1982,city
1983,season
1985,season
1986,season
1987,team
1988,birthplace
1988,season
1989,manager
1990,position
1990,stadium
1990,manager
1992,team
1993,season
1994,manager
1995,season
1996,stadium
1996,manager
1996,birthplace
1997,manager
1998,team
1999,team
2000,team
2001,season
2003,birthplace
2003,manager
2004,manager
2004,position
2004,stadium
2005,season
2006,manager
2006,stadium
2007,season
2008,birthplace
2009,birthplace
2009,stadium
2009,manager
2010,team
2013,birthyear
2013,manager
2014,season
2014,birthplace
2015,manager
2015,stadium
2016,birthplace
2016,manager
2017,team
2018,city
2020,birthplace
2021,season
2023,manager
2024,season
2025,birthyear
2025,stadium
2025,manager
2027,team
2027,birthyear
2028,team
2030,stadium
2030,manager
2033,manager
2034,city
2034,manager
2035,birthyear
2035,stadium
2035,manager
2036,manager
2036,stadium
2036,birthyear
2037,birthplace
2038,city
2039,birthplace
2039,stadium
2039,manager
2040,city
2040,manager
2042,birthyear
2044,city
2044,manager
2045,season
2045,birthyear
2046,birthyear
2046,season
2047,position
2047,stadium
2047,manager
2049,position
2049,stadium
2049,manager
2050,season
2051,position
2054,season
2055,birthplace
2056,birthplace
2057,birthplace
2057,season
2058,season
2059,team
2060,manager
2061,birthyear
2061,stadium
2061,manager
2062,manager
2062,city
2064,city
2064,manager
2065,birthplace
2065,stadium
2065,manager
2066,manager
2067,city
2069,birthplace
2069,manager
2070,birthplace
2071,team
2072,manager
2072,birthplace
2072,stadium
2073,stadium
2073,manager
2075,birthplace
2075,manager
2076,position
2077,birthplace
2078,season
2079,team
2080,season
2081,city
2081,position
2082,season
2085,stadium
2085,manager
2087,season
2089,team
2091,manager
2091,stadium
2092,stadium
2092,manager
2092,position
2093,season
2095,team
2097,manager
2097,stadium
2099,manager
2100,season
2101,season
2102,birthyear
2102,team
2103,birthplace
2103,manager
2104,birthplace
2104,stadium
2104,manager
2105,team
2106,team
2106,birthyear
2108,team
2109,birthplace
2109,manager
2110,position
2112,birthplace
2114,team
2115,birthyear
2115,season
2116,city
2116,manager
2117,season
2118,city
2119,birthplace
2119,stadium
2119,manager
2120,city
2121,season
2122,manager
2124,position
2124,stadium
2124,manager
2125,manager
2125,stadium
2126,birthyear
2128,birthplace
2128,stadium
2128,manager
2129,city
2130,stadium
2130,manager
2131,position
2131,stadium
2131,manager
2132,position
2132,team
2133,season
2134,birthyear
2134,city
2135,birthplace
2136,season
2137,team
2138,manager
2139,manager
2140,birthplace
2140,stadium
2140,manager
2141,manager
2142,manager
2142,position
2142,stadium
2143,stadium
2143,manager
2144,team
2146,position
2146,team
2148,season
2149,position
2149,team
2150,position
2150,city
2151,season
2152,season
2153,manager
2155,city
2155,manager
2156,team
2158,position
2158,stadium
2158,manager
2159,season
2162,team
2163,manager
2163,position
2164,city
2164,manager
2166,stadium
2166,manager
2167,position
2167,team
2168,team
2169,birthyear
2170,season
2171,season
2172,season
2173,manager
2173,stadium
2174,season
2176,stadium
2176,manager
2177,city
2178,birthplace
2178,stadium
2178,manager
2179,position
2180,birthyear
2180,team
2182,city
2183,manager
2183,birthyear
2183,stadium
2184,season
2185,season
2186,city
2186,manager
2187,manager
2189,season
2192,birthplace
2193,season
2195,birthplace
2196,manager
2196,city
2197,city
2199,team
2200,manager
2203,stadium
2203,manager
2204,season
2205,city
2205,manager
2206,manager
2207,team
2208,season
2211,manager
2212,stadium
2212,manager
2213,season
2214,team
2215,position
2216,birthplace
2216,city
