_tid_,attribute
3135,birthplace
3136,birthplace
3140,position
3141,stadium
3141,manager
3143,manager
3149,city
3154,birthplace
3175,birthyear
3178,stadium
3178,manager
3205,season
3212,city
3214,season
3215,season
3219,birthplace
3238,season
3252,position
3265,manager
3267,birthplace
3275,season
3276,position
3284,team
3287,manager
3287,stadium
3292,stadium
3292,manager
3295,position
3301,manager
3310,season
3311,position
3333,manager
3334,position
3357,city
3359,season
3363,season
3370,birthplace
3387,birthyear
3400,season
3408,manager
3412,birthplace
3413,season
3419,manager
3420,birthplace
3436,stadium
3436,manager
3437,season
3443,season
3446,season
3461,birthyear
3473,season
3481,manager
3484,season
3489,stadium
3489,manager
3492,team
3494,season
3496,manager
3503,manager
3513,city
3516,season
3543,season
3544,season
3545,season
3546,season
3559,stadium
3559,manager
3567,city
3583,season
3586,position
3586,manager
3597,season
3606,manager
3607,season
3614,manager
3624,season
3626,birthplace
3628,birthyear
3640,stadium
3640,manager
3655,stadium
3655,manager
3656,season
3658,birthplace
3661,season
3671,manager
3686,season
3700,season
3709,season
3731,season
3747,manager
3758,season
3760,birthyear
3763,city
3769,season
3795,season
3818,season
3822,team
3831,season
3838,team
3842,city
3848,birthplace
3849,season
3850,city
3858,season
3861,team
3879,manager
3880,manager
3884,season
3885,season
3890,birthplace
3893,manager
3901,city
3902,manager
3910,team
3917,birthplace
3918,season
3921,manager
3926,season
3945,season
3948,city
3957,birthyear
3974,season
3976,team
3982,team
3991,team
3993,season
4033,team
4046,manager
4050,manager
4057,season
4067,birthyear
4076,city
4096,team
4116,season
4127,birthyear
4136,team
4138,team
4139,season
4154,season
4166,birthplace
4169,team
4182,season
4188,team
4192,season
4204,team
4205,team
4214,season
4254,season
4256,team
4267,birthyear
4269,season
4272,team
4279,team
4281,season
4290,birthplace
4294,season
4327,team
4331,season
4332,team
4336,city
4338,season
4339,season
4344,season
4370,birthplace
4371,season
4391,city
4393,season
4415,city
4418,birthyear
4423,season
4424,team
4430,season
4442,position
4443,team
4473,season
4480,season
4501,birthyear
4510,birthyear
4514,season
4517,team
4519,team
4536,team
4538,season
4545,season
4550,team
4551,season
4555,season
4579,birthyear
4581,team
4593,season
4595,team
4604,city
4618,birthyear
4622,birthplace
4637,city
4644,city
4657,city
4661,team
4665,team
4668,position
4685,season
4699,city
4702,season
4709,city
4718,team
4719,season
4720,season
4725,team
4731,team
4734,team
4736,team
4749,position
4757,city
4763,season
4786,team
4790,season
4791,season
4792,birthplace
4809,team
4818,team
4820,birthplace
4824,season
4849,season
4862,city
4864,season
4872,position
4876,season
4883,position
4886,team
4899,team
4903,season
4905,team
4914,team
4915,birthyear
4917,season
4918,position
4946,team
4956,season
4960,team
4962,birthplace
4963,season
4968,season
4982,season
4984,team
4986,position
4994,team
4997,team
