infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;facilitytype;0.088
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;risk;0.024
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;address;1.929
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;city;-0.0
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;state;-0.001
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;zip;0.608
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;inspectiondate;0.91
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;inspectiontype;0.178
dk;incremental;True;-1;3;OccurAttrFeaturizer;akaname;results;0.046
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;inspectionid;0.97
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;dbaname;1.303
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;akaname;1.089
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;license;1.231
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;risk;0.295
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;address;1.348
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;city;0.162
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;state;0.157
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;zip;0.553
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;inspectiondate;1.01
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;inspectiontype;0.387
dk;incremental;True;-1;3;OccurAttrFeaturizer;facilitytype;results;0.22
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;inspectionid;1.994
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;dbaname;2.035
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;akaname;-0.0
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;license;2.133
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;facilitytype;0.085
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;risk;0.015
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;address;2.045
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;city;0.0
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;state;0.0
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;zip;0.368
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;inspectiondate;0.967
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;inspectiontype;0.136
dk;incremental;True;-1;5;OccurAttrFeaturizer;akaname;results;0.026
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;inspectionid;1.256
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;dbaname;1.273
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;akaname;1.202
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;license;1.27
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;risk;0.275
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;address;1.23
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;city;0.203
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;state;0.203
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;zip;0.447
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;inspectiondate;0.692
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;inspectiontype;0.342
dk;incremental;True;-1;5;OccurAttrFeaturizer;facilitytype;results;0.209
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;inspectionid;1.644
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;dbaname;2.393
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;akaname;2.029
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;license;2.47
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;facilitytype;0.042
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;risk;0.025
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;address;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;city;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;state;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;zip;0.67
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;inspectiondate;0.982
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;inspectiontype;0.184
dk;incremental;True;-1;7;OccurAttrFeaturizer;address;results;0.044
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;inspectionid;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;dbaname;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;akaname;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;license;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;facilitytype;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;risk;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;address;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;city;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;state;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;zip;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;inspectiondate;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;inspectiontype;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;city;results;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;inspectionid;1.828
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;dbaname;-0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;akaname;1.628
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;license;2.215
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;facilitytype;0.213
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;risk;0.021
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;address;2.319
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;city;0.001
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;state;0.001
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;zip;0.584
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;inspectiondate;1.559
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;inspectiontype;0.255
dk;incremental;True;-1;7;OccurAttrFeaturizer;dbaname;results;0.034
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;inspectionid;1.198
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;dbaname;1.329
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;akaname;1.066
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;license;1.482
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;risk;0.259
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;address;1.447
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;city;0.189
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;state;0.189
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;zip;0.468
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;inspectiondate;0.742
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;inspectiontype;0.297
dk;incremental;True;-1;7;OccurAttrFeaturizer;facilitytype;results;0.196
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;inspectionid;1.588
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;dbaname;1.543
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;akaname;0.924
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;license;1.862
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;facilitytype;0.175
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;risk;0.031
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;address;1.526
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;city;0.013
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;state;0.001
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;zip;0.0
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;inspectiondate;0.805
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;inspectiontype;0.15
dk;incremental;True;-1;7;OccurAttrFeaturizer;zip;results;0.037
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;inspectionid;2.359
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;dbaname;2.142
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;akaname;1.902
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;license;2.65
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;facilitytype;0.114
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;risk;0.011
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;address;-0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;city;-0.001
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;state;-0.001
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;zip;0.343
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;inspectiondate;0.994
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;inspectiontype;0.112
dk;incremental;True;-1;8;OccurAttrFeaturizer;address;results;0.016
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;inspectionid;2.605
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;dbaname;2.19
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;akaname;-0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;license;2.16
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;facilitytype;0.385
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;risk;0.024
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;address;2.075
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;city;0.001
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;state;0.001
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;zip;0.344
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;inspectiondate;0.837
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;inspectiontype;0.079
dk;incremental;True;-1;8;OccurAttrFeaturizer;akaname;results;0.021
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;inspectionid;2.303
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;dbaname;-0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;akaname;2.048
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;license;2.282
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;facilitytype;0.215
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;risk;0.009
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;address;2.265
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;city;0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;state;0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;zip;0.313
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;inspectiondate;0.827
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;inspectiontype;0.094
dk;incremental;True;-1;8;OccurAttrFeaturizer;dbaname;results;0.024
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;inspectionid;1.132
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;dbaname;1.447
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;akaname;1.009
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;license;1.569
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;risk;0.168
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;address;1.508
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;city;0.103
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;state;0.103
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;zip;0.455
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;inspectiondate;0.778
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;inspectiontype;0.186
dk;incremental;True;-1;8;OccurAttrFeaturizer;facilitytype;results;0.113
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;inspectionid;2.598
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;dbaname;2.081
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;akaname;1.881
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;license;2.594
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;facilitytype;0.097
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;risk;0.008
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;address;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;city;0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;state;0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;zip;0.298
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;inspectiondate;0.915
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;inspectiontype;0.09
dk;incremental;True;-1;9;OccurAttrFeaturizer;address;results;0.011
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;inspectionid;2.744
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;dbaname;2.184
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;akaname;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;license;2.156
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;facilitytype;0.372
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;risk;0.016
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;address;2.07
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;city;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;state;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;zip;0.306
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;inspectiondate;0.791
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;inspectiontype;0.067
dk;incremental;True;-1;9;OccurAttrFeaturizer;akaname;results;0.015
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;inspectionid;2.415
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;dbaname;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;akaname;2.105
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;license;2.296
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;facilitytype;0.177
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;risk;0.008
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;address;2.238
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;city;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;state;-0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;zip;0.277
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;inspectiondate;0.799
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;inspectiontype;0.079
dk;incremental;True;-1;9;OccurAttrFeaturizer;dbaname;results;0.018
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;inspectionid;1.149
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;dbaname;1.453
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;akaname;1.038
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;license;1.559
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;risk;0.195
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;address;1.496
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;city;0.124
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;state;0.124
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;zip;0.432
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;inspectiondate;0.751
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;inspectiontype;0.197
dk;incremental;True;-1;9;OccurAttrFeaturizer;facilitytype;results;0.133
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;inspectionid;2.684
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;dbaname;2.062
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;akaname;1.891
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;license;2.626
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;facilitytype;0.093
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;risk;0.01
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;address;-0.0
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;city;-0.001
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;state;-0.001
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;zip;0.263
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;inspectiondate;0.895
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;inspectiontype;0.07
dk;incremental;True;-1;10;OccurAttrFeaturizer;address;results;0.012
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;inspectionid;2.43
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;dbaname;-0.0
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;akaname;2.146
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;license;2.313
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;facilitytype;0.166
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;risk;0.01
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;address;2.244
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;city;0.002
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;state;0.002
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;zip;0.245
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;inspectiondate;0.76
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;inspectiontype;0.064
dk;incremental;True;-1;10;OccurAttrFeaturizer;dbaname;results;0.016
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;inspectionid;1.198
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;dbaname;1.458
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;akaname;1.084
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;license;1.572
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;risk;0.215
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;address;1.515
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;city;0.145
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;state;0.145
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;zip;0.424
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;inspectiondate;0.672
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;inspectiontype;0.213
dk;incremental;True;-1;10;OccurAttrFeaturizer;facilitytype;results;0.152
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;inspectionid;2.79
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;dbaname;2.064
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;akaname;1.848
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;license;2.707
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;facilitytype;0.139
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;risk;0.017
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;address;-0.0
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;city;-0.001
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;state;-0.001
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;zip;0.274
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;inspectiondate;0.917
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;inspectiontype;0.077
dk;incremental;True;-1;11;OccurAttrFeaturizer;address;results;0.022
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;inspectionid;2.886
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;dbaname;2.233
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;akaname;-0.0
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;license;2.191
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;facilitytype;0.323
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;risk;0.015
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;address;2.068
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;city;0.003
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;state;0.003
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;zip;0.284
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;inspectiondate;0.77
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;inspectiontype;0.052
dk;incremental;True;-1;11;OccurAttrFeaturizer;akaname;results;0.016
dk;incremental;True;-1;11;OccurAttrFeaturizer;city;inspectionid;-0.0
dk;incremental;True;-1;11;OccurAttrFeaturizer;city;dbaname;-0.0
dk;incremental;True;-1;11;OccurAttrFeaturizer;city;akaname;-0.0
