_tid_,attribute
19304,sex
19312,relationship
19466,relationship
19563,sex
19651,sex
19732,sex
19817,sex
19884,sex
19949,relationship
20015,sex
20042,sex
20076,sex
20164,sex
20166,sex
20204,sex
20221,sex
20294,relationship
20317,education
20322,sex
20356,sex
20359,relationship
20409,sex
20418,sex
20458,relationship
20561,sex
20609,relationship
20645,relationship
20658,sex
20691,sex
20736,sex
20801,relationship
20827,sex
21225,relationship
21390,relationship
21467,sex
21468,sex
21484,sex
21491,sex
21533,relationship
21555,sex
21583,relationship
21654,sex
21658,relationship
21659,sex
21692,relationship
21726,sex
21759,relationship
21834,sex
21845,relationship
21884,sex
21964,sex
21969,relationship
21977,relationship
22037,sex
22075,relationship
22092,sex
22096,sex
22155,sex
22244,sex
22271,sex
22392,sex
22407,sex
22428,relationship
22474,relationship
22500,relationship
22534,sex
22582,relationship
22586,sex
22648,sex
22668,relationship
22721,relationship
22728,relationship
22743,sex
22773,sex
22818,relationship
22820,relationship
22968,sex
23120,relationship
23152,sex
23261,relationship
23278,relationship
23401,relationship
23456,sex
23460,relationship
23489,sex
23491,relationship
23539,relationship
23593,sex
23749,sex
23803,relationship
23938,relationship
24016,relationship
24037,relationship
24078,relationship
24086,sex
24090,sex
24149,sex
24244,relationship
24274,sex
24275,relationship
24336,relationship
24356,relationship
24362,sex
24405,sex
24494,sex
24495,relationship
24507,sex
24523,relationship
24527,sex
24747,sex
24804,sex
24900,sex
25057,relationship
25092,relationship
25158,relationship
25229,sex
25293,relationship
25324,sex
25349,sex
25351,sex
25527,relationship
25535,sex
25578,sex
25642,sex
25652,sex
25666,sex
25667,sex
25706,sex
25780,relationship
25814,sex
25896,relationship
25988,relationship
26056,relationship
26131,relationship
26203,relationship
26218,relationship
26229,sex
26359,relationship
26360,sex
26361,relationship
26392,relationship
26405,sex
26419,sex
26425,relationship
26437,relationship
26516,sex
26574,relationship
26667,sex
26839,sex
26862,relationship
26865,relationship
26935,relationship
26999,relationship
27027,sex
27055,sex
27062,relationship
27097,relationship
27132,relationship
27148,sex
27228,sex
27283,relationship
27424,sex
27427,sex
27470,sex
27474,sex
27575,sex
27733,sex
27784,sex
27789,sex
27826,relationship
27951,sex
28002,sex
28097,relationship
28189,sex
28315,relationship
28348,relationship
28359,sex
28423,relationship
28482,sex
28490,relationship
28506,sex
28597,sex
28604,relationship
28699,relationship
28704,sex
28752,sex
28818,sex
28833,relationship
28834,sex
28930,sex
29057,sex
29071,relationship
29110,sex
29378,sex
29394,sex
29427,relationship
29442,relationship
29453,sex
29490,relationship
29538,sex
29547,relationship
29583,sex
29627,sex
29649,relationship
29655,sex
29679,sex
29709,sex
29711,sex
29718,relationship
29763,sex
29767,relationship
29837,sex
29843,relationship
29934,sex
30045,sex
30078,relationship
30089,relationship
30229,sex
30258,sex
30407,sex
30498,sex
30563,sex
30604,relationship
30712,relationship
30721,sex
30744,relationship
30789,sex
30808,sex
30841,relationship
30870,relationship
30900,sex
31008,relationship
31017,sex
31037,sex
31125,sex
31164,sex
31194,sex
31239,relationship
31297,sex
31331,sex
31340,relationship
31375,relationship
31382,sex
31398,relationship
31437,sex
31457,sex
31458,sex
31524,sex
31550,sex
31587,relationship
31666,sex
31731,relationship
31761,sex
31844,relationship
31853,relationship
31926,sex
31952,sex
31958,relationship
31998,sex
32076,sex
32133,sex
32148,sex
32337,sex
32362,sex
32368,sex
32381,relationship
32423,relationship
32516,sex
32595,relationship
32597,sex
32617,relationship
32667,sex
32764,relationship
32823,relationship
32837,sex
32875,sex
32942,relationship
32994,sex
32996,sex
33004,relationship
33042,relationship
33051,relationship
33068,sex
33144,sex
33173,relationship
33250,sex
33261,sex
33274,sex
33332,sex
33373,sex
33490,relationship
33525,sex
33575,sex
33610,relationship
33617,relationship
33620,sex
33833,relationship
33854,relationship
33917,sex
33940,sex
33948,relationship
34081,sex
34147,sex
34152,sex
34217,sex
34386,relationship
34399,relationship
34610,relationship
34699,sex
34770,relationship
34778,relationship
34781,sex
34849,sex
34851,sex
34890,relationship
34906,sex
34929,sex
34956,sex
34988,relationship
35032,sex
35066,sex
35071,relationship
35154,relationship
35242,sex
35307,sex
35364,sex
35388,sex
35394,sex
35409,sex
35417,sex
35548,relationship
35599,sex
35613,sex
35680,sex
35711,sex
35780,relationship
35802,relationship
35901,sex
35909,sex
35969,relationship
35994,relationship
36073,relationship
36085,sex
36098,relationship
36100,sex
36199,sex
36226,sex
36316,sex
36319,relationship
36391,sex
36405,relationship
36417,relationship
36448,sex
36452,relationship
36571,sex
36669,relationship
36801,sex
36901,sex
36937,relationship
36948,relationship
37023,sex
37067,sex
37205,relationship
37431,relationship
37444,sex
37658,sex
37876,sex
37981,sex
37998,sex
38007,sex
38029,sex
38140,sex
38159,sex
38198,sex
38287,sex
38401,sex
38425,sex
38535,relationship
38599,sex
38613,sex
38625,sex
38668,sex
38742,sex
38818,relationship
38865,sex
38878,sex
38973,sex
38989,sex
39030,relationship
39038,relationship
39126,sex
39129,relationship
39134,sex
39145,relationship
39159,sex
39223,sex
39236,sex
39253,relationship
39358,sex
39460,sex
39505,sex
39518,sex
39540,sex
39542,relationship
39636,sex
39765,relationship
39833,sex
39836,sex
39920,sex
39949,sex
39990,relationship
40005,sex
40058,sex
40216,sex
40254,relationship
40311,sex
40314,sex
40384,relationship
40405,sex
40438,sex
40508,sex
40603,sex
40651,sex
40717,relationship
40726,relationship
40727,relationship
40840,sex
40861,relationship
40892,sex
40912,sex
40933,sex
40971,relationship
40973,sex
40975,sex
41052,sex
41079,sex
41117,sex
41169,relationship
41227,sex
41313,sex
41346,relationship
41352,relationship
41361,sex
41484,sex
41559,sex
41625,sex
41693,sex
41772,sex
41806,sex
41815,sex
41874,sex
41897,sex
41907,sex
41930,sex
41934,sex
41939,relationship
42140,relationship
42257,sex
42340,relationship
42357,relationship
42360,relationship
42480,sex
42489,sex
42498,sex
42545,sex
42546,sex
42564,relationship
42736,sex
42761,relationship
42944,relationship
42986,relationship
43006,sex
43038,sex
43072,sex
43086,sex
43106,sex
43179,sex
43285,sex
43318,sex
43472,relationship
43500,sex
43505,sex
43525,sex
43559,sex
43597,relationship
43632,relationship
43641,sex
43646,sex
43747,sex
43755,relationship
43772,relationship
43849,sex
43887,sex
43913,sex
43946,relationship
44026,relationship
44220,sex
44239,sex
44504,relationship
44556,sex
44651,sex
44703,relationship
44711,sex
44757,sex
44787,relationship
44856,sex
44866,sex
44941,sex
44987,relationship
45011,sex
45137,sex
45168,sex
45183,relationship
45184,sex
45231,relationship
45238,sex
45471,sex
45484,sex
45530,sex
45544,relationship
45597,relationship
45686,sex
45744,sex
45779,sex
45790,relationship
45850,sex
45959,relationship
45983,relationship
46004,sex
46142,sex
46189,sex
46215,sex
46224,relationship
46238,sex
46248,sex
46415,sex
46800,sex
46826,relationship
46886,relationship
47019,sex
47154,sex
47219,sex
47222,sex
47223,sex
47345,sex
47437,sex
47632,sex
47675,relationship
47678,sex
47851,sex
47880,sex
47890,relationship
47920,sex
47972,relationship
48065,sex
48111,relationship
48133,sex
48197,sex
48240,sex
48311,relationship
48393,sex
48502,sex
48571,sex
49019,relationship
49452,relationship
49467,relationship
49540,relationship
49791,relationship
49859,relationship
49863,relationship
49891,relationship
49898,relationship
49935,relationship
50006,relationship
50025,relationship
50065,relationship
50080,relationship
50179,relationship
50313,relationship
50345,relationship
50367,relationship
50430,relationship
50459,relationship
50520,relationship
50542,relationship
50543,relationship
50582,relationship
50605,relationship
50611,relationship
50632,relationship
50666,relationship
50687,relationship
50797,relationship
50821,relationship
50823,relationship
50857,relationship
50865,relationship
50960,relationship
50976,relationship
51020,relationship
51087,relationship
51111,relationship
51123,relationship
51150,relationship
51157,relationship
51197,relationship
51207,relationship
51231,relationship
51232,relationship
51249,relationship
51292,relationship
51405,relationship
51422,relationship
51449,relationship
51504,relationship
51539,relationship
51554,sex
51557,relationship
51559,relationship
51561,relationship
51629,relationship
51630,relationship
51750,relationship
51775,relationship
51788,relationship
51832,relationship
51852,relationship
51890,relationship
51899,relationship
51910,relationship
51944,sex
51957,relationship
51965,relationship
52056,relationship
52057,relationship
52082,relationship
52089,relationship
52090,relationship
52105,relationship
52134,relationship
52139,relationship
52169,relationship
52190,relationship
52219,relationship
52250,relationship
52264,relationship
52364,relationship
52403,relationship
52415,relationship
52453,relationship
52460,relationship
52532,relationship
52536,relationship
52553,relationship
52562,relationship
52569,sex
52575,relationship
52652,relationship
52742,relationship
52769,relationship
52776,relationship
52780,relationship
52805,relationship
52814,relationship
52817,relationship
52819,relationship
52826,relationship
52838,relationship
52875,relationship
52888,relationship
52893,sex
52900,relationship
52908,sex
52947,relationship
53058,relationship
53117,relationship
53151,relationship
53210,relationship
53224,relationship
53255,relationship
53258,relationship
53282,relationship
53289,relationship
53386,relationship
53400,relationship
53428,relationship
53431,relationship
53436,relationship
53459,relationship
53480,relationship
53488,relationship
53575,relationship
53592,relationship
53665,relationship
53743,relationship
53760,relationship
53774,relationship
53855,sex
53858,relationship
53900,relationship
53967,relationship
54043,relationship
54071,relationship
54076,sex
54108,relationship
54157,relationship
54160,relationship
54256,relationship
54259,relationship
54286,relationship
54307,relationship
54367,relationship
54434,relationship
54468,sex
54475,relationship
54513,relationship
54545,relationship
54555,relationship
54580,relationship
54612,relationship
54685,relationship
54721,relationship
54723,relationship
54780,relationship
54804,relationship
54819,relationship
54827,sex
54831,relationship
54894,sex
54957,relationship
54981,relationship
55000,relationship
55006,relationship
55015,relationship
55038,relationship
55141,relationship
55165,relationship
55223,relationship
55260,relationship
55390,relationship
55425,relationship
55459,relationship
55463,relationship
55504,relationship
55583,sex
55640,relationship
55817,relationship
55927,relationship
56039,relationship
56044,sex
56059,sex
56182,relationship
56194,sex
56214,relationship
56219,relationship
56364,relationship
56428,relationship
56464,relationship
56536,sex
56604,relationship
56675,relationship
56911,relationship
56941,relationship
56950,sex
56963,relationship
57018,relationship
57062,relationship
57088,sex
57162,relationship
57186,relationship
57242,sex
57326,relationship
57402,relationship
57411,relationship
57642,relationship
57707,relationship
57834,relationship
57959,sex
58000,relationship
58243,sex
58343,sex
58400,relationship
58556,relationship
58636,relationship
58707,relationship
58756,relationship
58757,relationship
58775,sex
58912,sex
58958,relationship
58964,sex
58978,sex
59008,sex
59071,sex
59120,sex
59125,relationship
59140,relationship
59175,sex
59177,sex
59202,relationship
59300,relationship
59303,relationship
59365,relationship
59393,relationship
59426,sex
59442,sex
59546,sex
59617,sex
59656,relationship
59683,relationship
59723,relationship
59777,sex
59830,sex
59837,relationship
59842,sex
59867,sex
59873,relationship
59961,relationship
60083,relationship
60086,sex
60118,relationship
60132,relationship
60159,relationship
60175,relationship
60192,sex
60222,sex
60227,sex
60312,relationship
60503,relationship
60693,sex
60774,relationship
60812,sex
60849,sex
60857,sex
60903,relationship
60955,relationship
61009,sex
61103,sex
61213,sex
61259,relationship
61366,sex
61635,sex
61642,sex
61651,relationship
61716,sex
61806,sex
61812,relationship
61846,relationship
61873,relationship
61993,sex
62171,relationship
62189,sex
62230,relationship
62280,relationship
62466,sex
62488,relationship
62506,relationship
62771,sex
62793,sex
62951,sex
62953,sex
62990,sex
63025,sex
63106,relationship
63117,relationship
63131,relationship
63165,sex
63270,sex
63303,relationship
63341,sex
63342,sex
63476,sex
63710,relationship
63845,sex
63933,sex
63953,relationship
63984,sex
64037,sex
64161,sex
64198,relationship
64218,sex
64391,sex
64394,sex
64410,sex
64421,relationship
64455,sex
64498,relationship
64528,sex
64570,relationship
64573,relationship
64613,sex
64618,sex
64668,relationship
64721,sex
64778,sex
64780,relationship
64810,sex
64830,sex
64886,relationship
65081,sex
65107,sex
65130,sex
65210,sex
65214,sex
65217,sex
65219,sex
65224,relationship
65367,relationship
65437,relationship
65474,sex
65490,relationship
65558,sex
65589,sex
65623,sex
65720,relationship
65731,sex
65753,relationship
65765,sex
65809,sex
65918,relationship
66071,sex
66096,relationship
66142,sex
66284,sex
66309,sex
66392,sex
66414,sex
66451,sex
66467,sex
66470,relationship
66577,sex
66628,sex
66635,relationship
66659,sex
66661,sex
66696,sex
66711,sex
66728,relationship
66828,sex
66915,relationship
66951,sex
67202,sex
67297,relationship
67392,sex
67471,sex
67548,relationship
67599,sex
67912,relationship
67951,relationship
67974,sex
67987,relationship
68085,sex
68174,sex
68208,relationship
68227,relationship
68311,sex
68376,sex
68394,relationship
68416,relationship
68493,sex
68638,relationship
68695,relationship
68908,sex
69028,relationship
69046,sex
69081,sex
69159,education
69195,relationship
69300,relationship
69335,sex
69500,sex
69524,sex
69578,sex
69587,sex
69643,relationship
69663,sex
69811,sex
69834,relationship
69931,relationship
69946,relationship
70056,sex
70061,sex
70070,sex
70232,relationship
70258,relationship
70260,sex
70267,relationship
70310,sex
70349,sex
70355,sex
70370,sex
70375,relationship
70377,sex
70455,sex
70644,relationship
70691,relationship
70806,sex
70860,sex
70930,sex
70982,sex
71075,sex
71126,sex
71139,sex
71214,sex
71233,relationship
71334,sex
71357,sex
71445,relationship
71447,relationship
71455,relationship
71461,sex
71464,sex
71562,sex
71565,sex
71585,sex
71586,sex
71593,relationship
71594,sex
71615,sex
71649,relationship
71660,relationship
71669,sex
71703,sex
71816,sex
71821,sex
71822,relationship
71847,sex
71961,relationship
71968,sex
72002,sex
72040,relationship
72103,relationship
72145,relationship
72149,sex
72197,sex
72224,sex
72232,sex
72244,sex
72262,sex
72285,sex
72516,sex
72575,sex
72591,sex
72736,sex
72811,relationship
72929,sex
73027,relationship
73047,sex
73103,sex
73123,sex
73136,relationship
73221,sex
73251,sex
73290,relationship
73389,sex
73465,sex
73555,relationship
73584,relationship
73606,relationship
73638,relationship
73659,sex
73678,relationship
73693,sex
73746,relationship
73814,relationship
73852,relationship
73892,relationship
73970,relationship
74068,sex
74130,sex
74193,sex
74206,relationship
74212,sex
74258,relationship
74267,sex
74290,sex
74377,sex
74435,sex
74473,sex
74607,sex
74659,relationship
74761,sex
74767,relationship
74828,relationship
74951,sex
74973,relationship
75015,sex
75020,relationship
75047,sex
75167,sex
75278,sex
75282,sex
75354,sex
75368,sex
75400,relationship
75690,sex
75809,sex
75869,sex
75890,relationship
75931,relationship
75951,sex
75974,relationship
76015,relationship
76031,relationship
76073,sex
76208,relationship
76226,sex
76301,sex
76353,sex
76479,relationship
76510,relationship
76545,sex
76685,relationship
76734,relationship
76769,sex
76791,relationship
76822,sex
76935,relationship
76947,sex
76999,sex
77108,relationship
77146,relationship
77153,relationship
77157,relationship
77181,sex
77190,relationship
77217,sex
77265,relationship
77295,sex
77298,relationship
77383,sex
77393,sex
77482,sex
77541,relationship
77620,sex
77763,sex
77784,sex
77792,sex
77803,sex
77885,relationship
77892,sex
77945,sex
78010,sex
78055,sex
78060,sex
78077,sex
78135,sex
78157,sex
78232,sex
78269,relationship
78355,relationship
78371,sex
78519,sex
78586,sex
78685,relationship
78781,sex
78807,sex
78839,sex
78853,sex
78881,sex
78997,sex
79030,sex
79110,sex
79187,sex
79191,sex
79222,sex
79233,relationship
79275,relationship
79292,sex
79303,relationship
79384,sex
79400,sex
79410,relationship
79454,relationship
79531,sex
79650,sex
79725,sex
79763,relationship
79849,sex
79865,sex
79866,relationship
79879,sex
79900,sex
79910,sex
79934,sex
79938,sex
79943,relationship
79979,sex
80014,relationship
80041,sex
80146,sex
80152,sex
80209,sex
80240,relationship
80291,sex
80294,sex
80305,sex
80396,sex
80406,relationship
80448,sex
80476,sex
80491,relationship
80508,sex
80559,relationship
80570,relationship
80572,sex
80575,sex
80603,sex
80609,sex
80686,relationship
80794,sex
80823,sex
80853,relationship
80956,sex
80977,sex
81064,sex
81087,relationship
81129,sex
81204,sex
81235,sex
81247,sex
81252,sex
81264,sex
81353,sex
81389,relationship
81442,sex
81444,sex
81506,sex
81601,relationship
81705,sex
81717,sex
81731,relationship
81770,sex
81821,relationship
81840,sex
82012,sex
82037,relationship
82058,relationship
82068,sex
82075,relationship
82087,relationship
82109,relationship
82225,sex
82233,relationship
82275,relationship
82401,sex
82423,relationship
82435,sex
82462,sex
82472,relationship
82499,sex
82564,relationship
82565,sex
82568,sex
82578,relationship
82637,sex
82683,relationship
82692,sex
82756,sex
82760,relationship
82787,relationship
82804,sex
82933,sex
82994,sex
82995,sex
83059,sex
83097,sex
83143,sex
83175,sex
83239,sex
83250,sex
83304,sex
83324,relationship
83369,relationship
83498,sex
83528,sex
83676,sex
83705,sex
83724,relationship
83784,sex
83825,relationship
83832,relationship
83865,sex
83874,sex
83995,sex
84001,relationship
84136,sex
84199,relationship
84222,sex
84246,relationship
84306,sex
84362,sex
84365,sex
84483,sex
84515,sex
84601,relationship
84725,relationship
84734,relationship
84769,relationship
84792,sex
84803,sex
84823,sex
84834,relationship
84917,sex
85029,sex
85142,sex
85161,relationship
85235,relationship
85328,sex
85377,sex
85466,relationship
85479,sex
85503,relationship
85580,sex
85688,relationship
85721,sex
85737,relationship
85808,sex
85828,sex
85866,relationship
86014,sex
86108,sex
86258,sex
86307,sex
86333,sex
86370,relationship
86382,sex
86425,sex
86585,sex
86682,sex
86823,sex
86859,relationship
87188,sex
87222,sex
87229,sex
87243,sex
87358,relationship
87417,sex
87419,sex
87461,relationship
87491,relationship
87596,sex
87610,sex
87805,sex
87860,sex
87880,relationship
87917,sex
87944,relationship
88009,sex
88023,sex
88055,relationship
88133,relationship
88171,relationship
88286,relationship
88313,relationship
88319,sex
88384,relationship
88478,sex
88579,sex
88586,relationship
88632,relationship
88664,sex
88678,sex
88741,sex
88743,relationship
88764,relationship
88765,relationship
88814,relationship
88849,relationship
88896,sex
88900,sex
88907,sex
88932,sex
89061,sex
89132,sex
89156,sex
89169,sex
89279,relationship
89290,relationship
89296,sex
89397,sex
89427,sex
89433,sex
89434,sex
89493,sex
89522,sex
89568,relationship
89654,relationship
89682,sex
89703,relationship
89734,sex
89754,sex
89779,sex
89783,sex
89879,relationship
89880,relationship
89886,relationship
89980,sex
89992,sex
90025,sex
90105,relationship
90152,relationship
90194,relationship
90247,sex
90255,sex
90329,sex
90363,relationship
90369,relationship
90411,relationship
90449,sex
90550,relationship
90566,sex
90596,sex
90623,relationship
90624,relationship
90657,sex
90705,sex
90728,sex
90741,sex
90787,sex
90806,relationship
90816,sex
90837,sex
90844,relationship
90855,sex
90858,relationship
91097,sex
91239,sex
91268,sex
91285,sex
91388,sex
91454,sex
91460,relationship
91484,relationship
91639,sex
91706,sex
91777,sex
91849,sex
91901,relationship
91922,sex
91988,sex
92032,sex
92183,sex
92192,sex
92226,sex
92240,sex
92375,relationship
92414,sex
92470,relationship
92474,relationship
92702,sex
92711,sex
92715,sex
92745,relationship
92820,sex
92839,sex
93016,sex
93062,sex
93090,sex
93158,sex
93217,relationship
93264,sex
93378,sex
93398,sex
93439,relationship
93487,relationship
93613,sex
93619,sex
93629,relationship
93649,sex
93663,relationship
93708,sex
93709,sex
93718,sex
93725,relationship
93746,relationship
93784,relationship
93785,sex
93835,sex
93853,sex
93891,relationship
93951,relationship
93961,relationship
94152,sex
94196,sex
94226,sex
94268,sex
94282,sex
94372,sex
94397,sex
94492,sex
94570,sex
94595,relationship
94619,sex
94670,relationship
94722,sex
94770,relationship
94918,relationship
94996,relationship
95000,sex
95080,sex
95151,sex
95176,sex
95214,relationship
95249,sex
95337,sex
95338,sex
95343,sex
95469,relationship
95609,sex
95612,relationship
95663,sex
95684,relationship
95740,sex
95759,relationship
95991,relationship
96003,sex
96007,sex
96024,sex
96061,sex
96096,relationship
96145,relationship
96147,sex
96187,sex
96251,sex
96273,relationship
96399,sex
96466,relationship
96492,sex
96548,sex
96635,relationship
96692,relationship
96717,sex
96741,relationship
96814,relationship
96904,sex
97035,sex
97060,relationship
97231,sex
97257,sex
97283,sex
97380,sex
97389,sex
97413,sex
97417,relationship
