infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;CountyName;0.184
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;PhoneNumber;0.234
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalType;0.452
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalOwner;0.49
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;EmergencyService;0.354
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Condition;-0.101
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;MeasureCode;-0.149
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;MeasureName;0.266
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Score;-0.076
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Sample;-0.277
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Stateavg;0.459
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;ProviderNumber;0.315
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalName;0.268
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Address1;0.696
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;City;-0.227
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;State;-0.37
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;ZipCode;0.053
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;CountyName;0.682
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;PhoneNumber;0.282
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalType;0.375
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalOwner;-0.007
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;EmergencyService;-0.119
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Condition;-0.14
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureCode;0.413
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureName;-0.022
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Score;0.253
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Sample;0.249
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Stateavg;0.458
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ProviderNumber;-0.057
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalName;-0.366
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Address1;0.486
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;City;-0.045
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;State;-0.276
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ZipCode;0.265
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;CountyName;0.148
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;PhoneNumber;-0.28
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalType;0.416
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalOwner;-0.237
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;EmergencyService;-0.378
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Condition;-0.255
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureCode;0.16
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureName;0.258
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Score;-0.246
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Sample;0.356
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Stateavg;-0.055
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;ProviderNumber;0.126
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalName;-0.182
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Address1;0.667
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;City;0.138
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;State;-0.172
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;ZipCode;0.446
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;CountyName;0.316
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;PhoneNumber;-0.096
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalType;0.469
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalOwner;-0.157
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;EmergencyService;-0.309
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Condition;-0.113
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;MeasureCode;0.34
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;MeasureName;0.444
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Score;-0.052
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Sample;0.555
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Stateavg;0.127
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;ProviderNumber;0.275
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalName;-0.14
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Address1;0.815
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;City;0.287
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;State;-0.212
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;ZipCode;0.417
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;CountyName;0.467
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;PhoneNumber;0.052
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalType;0.417
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalOwner;0.001
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;EmergencyService;-0.27
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Condition;-0.176
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;MeasureCode;0.362
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;MeasureName;0.441
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Score;-0.07
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Sample;0.625
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Stateavg;0.173
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.014
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalName;0.863
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Address1;0.548
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;City;0.792
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;State;-0.245
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;ZipCode;0.439
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;CountyName;0.636
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;PhoneNumber;-0.163
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalType;0.427
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalOwner;-0.159
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;EmergencyService;-0.37
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Condition;-0.101
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;MeasureCode;0.44
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;MeasureName;0.092
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Score;0.765
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Sample;0.548
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Stateavg;0.77
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;ProviderNumber;0.014
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalName;0.863
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Address1;0.548
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;City;0.792
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;State;-0.245
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;ZipCode;0.439
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;CountyName;0.636
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;PhoneNumber;-0.163
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalType;0.427
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalOwner;-0.159
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;EmergencyService;-0.37
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Condition;-0.101
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;MeasureCode;0.44
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;MeasureName;0.092
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Score;0.765
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Sample;0.548
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Stateavg;0.77
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;ProviderNumber;0.519
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalName;0.443
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Address1;0.867
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;City;-0.047
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;State;-0.307
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;ZipCode;0.26
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;CountyName;0.822
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;PhoneNumber;0.458
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalType;0.392
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalOwner;0.102
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;EmergencyService;-0.091
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Condition;-0.004
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;MeasureCode;0.657
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;MeasureName;0.215
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Score;0.515
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Sample;0.059
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Stateavg;0.703
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;ProviderNumber;0.226
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalName;-0.103
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Address1;0.74
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;City;0.215
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;State;-0.118
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;ZipCode;0.544
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;CountyName;0.377
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;PhoneNumber;-0.018
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalType;0.483
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalOwner;-0.109
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;EmergencyService;-0.282
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Condition;-0.066
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;MeasureCode;0.462
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;MeasureName;0.564
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Score;-0.005
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Sample;0.741
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Stateavg;0.237
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;ProviderNumber;0.394
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalName;0.345
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Address1;0.77
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;City;-0.147
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;State;-0.332
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;ZipCode;0.13
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;CountyName;0.73
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;PhoneNumber;0.359
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalType;0.386
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalOwner;0.062
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;EmergencyService;-0.065
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Condition;-0.078
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;MeasureCode;0.555
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;MeasureName;0.107
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Score;0.342
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Sample;0.667
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Stateavg;0.076
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;ProviderNumber;0.275
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalName;-0.14
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Address1;0.815
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;City;0.287
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;State;-0.212
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;ZipCode;0.417
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;CountyName;0.467
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;PhoneNumber;0.052
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalType;0.417
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalOwner;0.001
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;EmergencyService;-0.27
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Condition;-0.176
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;MeasureCode;0.362
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;MeasureName;0.441
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Score;-0.07
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Sample;0.625
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Stateavg;0.173
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;ProviderNumber;1.102
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalName;0.962
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Address1;0.507
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;City;0.406
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;State;-0.075
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;ZipCode;0.412
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;CountyName;0.825
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;PhoneNumber;1.152
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalType;-0.167
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalOwner;0.282
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;EmergencyService;0.271
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Condition;-0.057
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;MeasureCode;0.521
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;MeasureName;0.273
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Score;0.81
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Sample;0.413
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Stateavg;0.502
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;ProviderNumber;0.662
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalName;0.38
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Address1;0.281
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;City;-0.293
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;State;0.33
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;ZipCode;0.337
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;CountyName;0.769
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;PhoneNumber;-0.028
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalType;0.569
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalOwner;-0.026
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;EmergencyService;-0.18
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Condition;0.083
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;MeasureCode;0.586
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;MeasureName;-0.145
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Score;0.768
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Sample;0.762
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Stateavg;0.217
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;ProviderNumber;1.102
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalName;0.962
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Address1;0.507
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;City;0.406
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;State;-0.075
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;ZipCode;0.412
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;CountyName;0.825
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;PhoneNumber;1.152
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalType;-0.167
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalOwner;0.282
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;EmergencyService;0.271
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Condition;-0.057
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;MeasureCode;0.521
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;MeasureName;0.273
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Score;0.81
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Sample;0.413
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Stateavg;0.502
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;ProviderNumber;-0.034
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalName;0.853
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Address1;0.535
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;City;0.781
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;State;-0.315
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;ZipCode;0.388
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;CountyName;0.642
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;PhoneNumber;-0.183
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalType;0.403
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalOwner;-0.046
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;EmergencyService;-0.366
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Condition;-0.297
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;MeasureCode;0.159
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;MeasureName;-0.067
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Score;0.555
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Sample;0.328
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Stateavg;0.433
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;ProviderNumber;0.685
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;HospitalName;0.162
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Address1;-0.033
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;City;0.146
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;State;0.647
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;ZipCode;0.403
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;CountyName;0.4
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;PhoneNumber;0.266
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;HospitalType;-0.01
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;HospitalOwner;-0.165
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;EmergencyService;-0.042
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Condition;-0.032
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;MeasureCode;-0.265
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;MeasureName;-0.277
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Score;0.548
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Sample;-0.127
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Stateavg;0.528
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.152
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;HospitalName;0.96
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;Address1;0.628
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;City;0.901
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;State;-0.195
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;ZipCode;0.551
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;CountyName;0.699
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;PhoneNumber;-0.028
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;HospitalType;0.402
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;HospitalOwner;-0.111
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;EmergencyService;-0.335
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;Condition;0.011
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;MeasureCode;0.432
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;MeasureName;0.404
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;Score;0.861
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;Sample;0.765
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureCode;Stateavg;1.038
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;ProviderNumber;0.167
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;HospitalName;0.492
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;Address1;0.494
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;City;-0.135
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;State;0.531
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;ZipCode;0.165
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;CountyName;0.315
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;PhoneNumber;0.427
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;HospitalType;0.478
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;HospitalOwner;0.579
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;EmergencyService;0.372
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;Condition;0.087
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;MeasureCode;0.232
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;MeasureName;0.028
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;Score;0.156
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;Sample;0.065
dk;incremental;True;-1;4;OccurAttrFeaturizer;MeasureName;Stateavg;0.839
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;ProviderNumber;1.102
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;HospitalName;0.962
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;Address1;0.507
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;City;0.406
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;State;-0.075
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;ZipCode;0.412
dk;incremental;True;-1;4;OccurAttrFeaturizer;PhoneNumber;CountyName;0.825
