infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Address1;0.696
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;City;-0.227
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;State;-0.37
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;ZipCode;0.053
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;CountyName;0.682
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;PhoneNumber;0.282
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalType;0.375
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalOwner;-0.007
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;EmergencyService;-0.119
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Condition;-0.14
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureCode;0.413
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureName;-0.022
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Score;0.253
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Sample;0.249
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Stateavg;0.458
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ProviderNumber;-0.057
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalName;-0.366
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Address1;0.486
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;City;-0.045
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;State;-0.276
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ZipCode;0.265
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;CountyName;0.148
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;PhoneNumber;-0.28
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalType;0.416
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalOwner;-0.237
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;EmergencyService;-0.378
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Condition;-0.255
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureCode;0.16
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureName;0.258
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Score;-0.246
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Sample;0.356
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Stateavg;-0.055
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.217
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;HospitalName;0.549
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;Address1;0.574
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;City;-0.076
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;State;0.496
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;ZipCode;0.202
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;CountyName;0.423
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;PhoneNumber;0.483
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;HospitalType;0.481
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;HospitalOwner;0.596
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;EmergencyService;0.388
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;Condition;0.157
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;MeasureCode;0.291
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;MeasureName;0.741
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;Score;0.209
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;Sample;0.089
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;Stateavg;0.83
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;ProviderNumber;0.217
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;HospitalName;0.549
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;Address1;0.574
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;City;-0.076
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;State;0.496
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;ZipCode;0.202
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;CountyName;0.423
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;PhoneNumber;0.483
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;HospitalType;0.481
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;HospitalOwner;0.596
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;EmergencyService;0.388
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;Condition;0.157
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;MeasureCode;0.291
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;MeasureName;0.741
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;Score;0.209
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;Sample;0.089
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureName;Stateavg;0.83
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;ProviderNumber;0.126
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalName;-0.182
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Address1;0.667
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;City;0.138
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;State;-0.168
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;ZipCode;0.446
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;CountyName;0.316
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;PhoneNumber;-0.096
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalType;0.473
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;HospitalOwner;-0.156
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;EmergencyService;-0.305
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Condition;-0.112
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;MeasureCode;0.34
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;MeasureName;0.444
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Score;-0.052
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Sample;0.555
dk;incremental;True;-1;2;OccurAttrFeaturizer;Score;Stateavg;0.127
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;ProviderNumber;0.599
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalName;0.414
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Address1;0.967
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;City;0.076
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;State;-0.237
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;ZipCode;0.2
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;CountyName;0.946
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;PhoneNumber;0.568
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalType;0.305
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;HospitalOwner;0.211
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;EmergencyService;-0.018
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Condition;-0.06
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;MeasureCode;0.555
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;MeasureName;0.133
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Score;0.42
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Sample;0.769
dk;incremental;True;-1;3;OccurAttrFeaturizer;HospitalName;Stateavg;0.627
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.398
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalName;0.654
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Address1;0.678
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;City;0.057
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;State;0.316
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;ZipCode;0.336
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;CountyName;0.512
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;PhoneNumber;0.591
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalType;0.43
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;HospitalOwner;0.59
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;EmergencyService;0.351
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Condition;0.391
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;MeasureCode;0.669
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;MeasureName;0.926
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Score;0.46
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Sample;0.483
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureCode;Stateavg;1.235
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;ProviderNumber;0.398
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalName;0.654
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Address1;0.678
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;City;0.057
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;State;0.316
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;ZipCode;0.336
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;CountyName;0.512
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;PhoneNumber;0.591
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalType;0.43
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;HospitalOwner;0.59
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;EmergencyService;0.351
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Condition;0.391
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;MeasureCode;0.669
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;MeasureName;0.926
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Score;0.46
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Sample;0.483
dk;incremental;True;-1;3;OccurAttrFeaturizer;MeasureName;Stateavg;1.235
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;ProviderNumber;0.045
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;HospitalName;0.556
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;Address1;0.017
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;City;-0.051
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;State;-0.268
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;ZipCode;-0.023
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;CountyName;0.412
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;PhoneNumber;0.859
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;HospitalType;-0.331
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;HospitalOwner;-0.021
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;EmergencyService;0.199
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;Condition;-0.263
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;MeasureCode;0.097
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;MeasureName;-0.104
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;Score;0.676
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;Sample;-0.09
dk;incremental;True;-1;3;OccurAttrFeaturizer;ProviderNumber;Stateavg;0.148
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;ProviderNumber;0.593
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalName;0.501
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Address1;0.92
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;City;0.015
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;State;-0.284
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;ZipCode;0.317
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;CountyName;0.867
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;PhoneNumber;0.515
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalType;0.367
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;HospitalOwner;0.12
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;EmergencyService;-0.094
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Condition;0.068
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;MeasureCode;0.761
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;MeasureName;0.316
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Score;0.607
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Sample;0.02
dk;incremental;True;-1;3;OccurAttrFeaturizer;Sample;Stateavg;0.82
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;ProviderNumber;0.264
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalName;-0.074
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Address1;0.764
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;City;0.242
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;State;-0.122
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;ZipCode;0.569
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;CountyName;0.398
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;PhoneNumber;0.01
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalType;0.472
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;HospitalOwner;-0.105
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;EmergencyService;-0.281
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Condition;-0.021
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;MeasureCode;0.519
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;MeasureName;0.617
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Score;-0.001
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Sample;0.818
dk;incremental;True;-1;3;OccurAttrFeaturizer;Score;Stateavg;0.305
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;ProviderNumber;-0.006
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalName;0.262
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Address1;-0.282
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;City;0.577
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;State;-0.268
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;ZipCode;0.496
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;CountyName;0.488
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;PhoneNumber;0.767
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalType;0.087
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;HospitalOwner;0.3
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;EmergencyService;-0.199
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Condition;0.136
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;MeasureCode;-0.166
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;MeasureName;0.504
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Score;0.148
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Sample;0.711
dk;incremental;True;-1;3;OccurAttrFeaturizer;Stateavg;Stateavg;-0.0
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;ProviderNumber;0.599
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalName;0.414
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Address1;0.967
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;City;0.076
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;State;-0.237
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;ZipCode;0.2
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;CountyName;0.946
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;PhoneNumber;0.568
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalType;0.305
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;HospitalOwner;0.211
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;EmergencyService;-0.018
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Condition;-0.06
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;MeasureCode;0.555
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;MeasureName;0.133
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Score;0.42
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Sample;0.769
dk;incremental;True;-1;3;OccurAttrFeaturizer;ZipCode;Stateavg;0.627
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;ProviderNumber;1.16
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalName;0.812
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Address1;0.671
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;City;0.774
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;State;0.324
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;ZipCode;0.859
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;CountyName;0.989
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;PhoneNumber;0.813
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalType;-0.021
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;HospitalOwner;0.283
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;EmergencyService;0.159
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Condition;0.097
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;MeasureCode;0.126
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;MeasureName;0.042
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Score;0.646
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Sample;0.356
dk;incremental;True;-1;4;OccurAttrFeaturizer;City;Stateavg;0.719
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;ProviderNumber;-0.037
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalName;0.245
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Address1;-0.297
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;City;0.582
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;State;-0.163
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;ZipCode;0.485
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;CountyName;0.472
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;PhoneNumber;0.749
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalType;0.16
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;HospitalOwner;0.314
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;EmergencyService;-0.148
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Condition;0.0
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;MeasureCode;-0.12
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;MeasureName;0.548
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Score;0.203
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Sample;0.718
dk;incremental;True;-1;4;OccurAttrFeaturizer;Condition;Stateavg;0.309
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;ProviderNumber;1.16
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalName;0.812
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Address1;0.671
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;City;0.774
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;State;0.324
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;ZipCode;0.859
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;CountyName;0.989
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;PhoneNumber;0.813
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalType;-0.021
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;HospitalOwner;0.283
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;EmergencyService;0.159
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Condition;0.097
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;MeasureCode;0.126
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;MeasureName;0.042
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Score;0.646
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Sample;0.356
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalName;Stateavg;0.719
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;ProviderNumber;0.243
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalName;-0.064
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Address1;0.784
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;City;0.255
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;State;-0.131
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;ZipCode;0.563
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;CountyName;0.438
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;PhoneNumber;0.021
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalType;0.463
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;HospitalOwner;-0.009
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;EmergencyService;-0.226
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Condition;-0.138
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;MeasureCode;0.35
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;MeasureName;0.417
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Score;-0.097
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Sample;0.599
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalOwner;Stateavg;0.13
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;ProviderNumber;0.3
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;HospitalName;0.255
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;Address1;0.666
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;City;-0.221
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;State;-0.284
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;ZipCode;0.049
dk;incremental;True;-1;4;OccurAttrFeaturizer;HospitalType;CountyName;0.653
